1uM,,250nM,,500nM,,750nM,,100nM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
561,0.01613658387863,561,-0.0107312295716418,561,0.013496802775986,561,-0.00975841068233673,561,0.0174878613095566
560,0.0164052720012254,560,-0.0102525002135133,560,0.0136159682282122,560,-0.00968282603347447,560,0.0175568308046821
559,0.0164797966907006,559,-0.0100609213171492,559,0.0137109875130883,559,-0.0097853405468004,559,0.017627213080982
558,0.0166592514832701,558,-0.00943643913128001,558,0.0138656486696801,558,-0.0095754762631237,558,0.0176543608829686
557,0.0166115904389999,557,-0.00895171519406436,557,0.0138959567390454,557,-0.00956580335331326,557,0.0177194470332569
556,0.0167073481777054,556,-0.00831146453132216,556,0.0138410616664761,556,-0.00941121013753461,556,0.0177023791745704
555,0.0167951625942404,555,-0.00779614270541591,555,0.013927443022844,555,-0.00952017064817553,555,0.0177415041222064
554,0.0168978235846465,554,-0.00716589777117892,554,0.0139848351866121,554,-0.00943831351610161,554,0.0177853789484602
553,0.0166104608388758,553,-0.00652316002645088,553,0.0136943168967282,553,-0.00947802830904419,553,0.0176460303441893
552,0.0165392481720027,552,-0.00588549654589757,552,0.0135468205090128,552,-0.00970515347757308,552,0.0174453099803655
551,0.0165762245910359,551,-0.00475168365419206,551,0.0135960961456407,551,-0.00958514895749713,551,0.0175920339950836
550,0.0165048024279472,550,-0.00376592720782908,550,0.0137117355685674,550,-0.00965310495621215,550,0.0176014148060319
549,0.0164908743235461,549,-0.00245665801265855,549,0.0137659463045012,549,-0.00952280440859739,549,0.0176436309629839
548,0.0165893217213811,548,-0.00120621442513987,548,0.0137545104554884,548,-0.00955932086386446,548,0.0177684433335391
547,0.0163507308295332,547,-1.13896767091457E-05,547,0.0136164490156692,547,-0.00963264838229782,547,0.0175416290839731
546,0.016125649604914,546,0.00146276576945753,546,0.0134049539233602,546,-0.00964490218833533,546,0.0173328748853349
545,0.0161695226911804,545,0.00332556045251933,545,0.0134635854254366,545,-0.00968591447850358,545,0.0175545666848952
544,0.0160260448692809,544,0.0049699345133173,544,0.0134083979047943,544,-0.00976342219335102,544,0.0175378017842394
543,0.0159289065915901,543,0.00704877166153854,543,0.0133239614896902,543,-0.00971107689252946,543,0.01753707406205
542,0.0157900986035987,542,0.00902484449188626,542,0.0131720279724923,542,-0.00969907809625643,542,0.017467460943705
541,0.0153152920115334,541,0.0105406559770879,541,0.0127769774809576,541,-0.0098165204090821,541,0.0171444436601021
540,0.0151894132785021,540,0.0127202511554123,540,0.0127483468210093,540,-0.00998503513720484,540,0.0171620012634533
539,0.0153753352104707,539,0.0152783691640738,539,0.0129496811797271,539,-0.00991444908775416,539,0.017396565671184
538,0.0154925224671313,538,0.0176811329196079,538,0.013149988283044,538,-0.00993980066662629,538,0.0177841923551992
537,0.015252790469875,537,0.0197100333262738,537,0.0130061440804366,537,-0.00998134167139838,537,0.0175427880616724
536,0.0150873965004703,536,0.0218730116843805,536,0.0127780171773086,536,-0.00994061027350273,536,0.0173496049359711
535,0.0150886561516555,535,0.0241567617386477,535,0.0129635495163401,535,-0.00993408277509134,535,0.017514137961629
534,0.0149246642148367,534,0.0259678518037571,534,0.0126928503025459,534,-0.0100184266900145,534,0.0173312315495835
533,0.0147849447862854,533,0.0274384830089332,533,0.012535568735445,533,-0.010079991958756,533,0.0171513642871005
532,0.0147701611575988,532,0.029250491098432,532,0.012597254055405,532,-0.0100923343149057,532,0.0172305958208878
531,0.0148801934158767,531,0.0307445800819366,531,0.0127931863635514,531,-0.0100407874764242,531,0.0173837405487081
530,0.0149385153876656,530,0.0319404761172059,530,0.0127806030995395,530,-0.00997815413456027,530,0.0174209506146272
529,0.0145405706623143,529,0.0326030826239696,529,0.012423944578,529,-0.010124301409881,529,0.0171896047591023
528,0.0142813262004605,528,0.0330318169259867,528,0.0122212828777329,528,-0.0101490844053848,528,0.0169335116994216
527,0.0144626579659363,527,0.0331990478377388,527,0.0125037302815333,527,-0.0102165476810014,527,0.0172125237261212
526,0.0146270109593285,526,0.033385994678013,526,0.0126028767816067,526,-0.0101680500283033,526,0.0173842524686087
525,0.0144759056174751,525,0.0330546935309248,525,0.0124729597679845,525,-0.0101632960566087,525,0.0173239309036348
524,0.0146467160797465,524,0.0327241752487621,524,0.0126315778025689,524,-0.0101412956163313,524,0.0174270133821496
523,0.0146002123594504,523,0.031766627137317,523,0.012662492816021,523,-0.0101616776713927,523,0.0174881577552258
522,0.0147073363493807,522,0.0309482356459942,522,0.0127087894988456,522,-0.0100454922011703,522,0.0175525721129576
521,0.01485270952424,521,0.0297956514614034,521,0.012728780956619,521,-0.0101076100240907,521,0.0177364346676533
520,0.0147350520562402,520,0.0284923781653785,520,0.0126735001581023,520,-0.0100991123448954,520,0.017455819420656
519,0.0146784978249216,519,0.0272445142704942,519,0.012718918389107,519,-0.0100700267677399,519,0.0174685927750903
518,0.0145570061113824,518,0.0258322817945472,518,0.0125026912416142,518,-0.0101151970971574,518,0.0173649885303512
517,0.0145681418831159,517,0.0242890447619518,517,0.0125210746226503,517,-0.0101858516727921,517,0.0174235104394798
516,0.0147140575805665,516,0.0227927915125381,516,0.0127374975202981,516,-0.010055508542159,516,0.0176307176670733
515,0.0146633161956745,515,0.0211583405552844,515,0.0127071102582889,515,-0.0102080521331024,515,0.0175614129879869
514,0.014716788947267,514,0.0195733695675319,514,0.0127582100568536,514,-0.010025205873569,514,0.0177154833475071
513,0.0146272251406138,513,0.018126308175047,513,0.0127331525446694,513,-0.0101170179749708,513,0.01758796364877
512,0.0145538474588827,512,0.0167874404552604,512,0.0125613875721341,512,-0.0101014896885646,512,0.0174711528807722
511,0.0144464134175481,511,0.0152890676182153,511,0.01246869735794,511,-0.0102084061175828,511,0.0174243996453279
510,0.0143553267452639,510,0.0140656568543804,510,0.0124122776467964,510,-0.0102137664187366,510,0.0174199805796779
509,0.0143983791398687,509,0.0127868680265152,509,0.0124581480729743,509,-0.0102047651205766,509,0.0174241032431762
508,0.014405470217076,508,0.011633752528191,508,0.0123745886751085,508,-0.0102051191077362,508,0.0174865677308227
507,0.0144889663240718,507,0.0107110927956767,507,0.0126011446544021,507,-0.0100805483840014,507,0.0175951339532969
506,0.014372531136783,506,0.00960821846117319,506,0.0125021051176282,506,-0.0101972807530895,506,0.0175682324444211
505,0.0143025405410001,505,0.0088938531227579,505,0.0124454679584483,505,-0.0102026917614188,505,0.0175132485720254
504,0.0142305551015143,504,0.00803444480791848,504,0.0123183409718518,504,-0.0102536631852634,504,0.017469374279435
503,0.014220578128127,503,0.00732434622404454,503,0.0123754143348527,503,-0.0101668868272718,503,0.0174975363226794
502,0.014170349020026,502,0.00666881774181636,502,0.0123377019300658,502,-0.0101720453472484,502,0.0175519791338778
501,0.0142490652677884,501,0.00612093164560258,501,0.0122822312294013,501,-0.0102677702902216,501,0.0175323843260798
500,0.0141573781228216,500,0.0056646512658543,500,0.0122750149667926,500,-0.0102888036889417,500,0.0174583794510416
499,0.0141618443467883,499,0.00531331498453085,499,0.01222447786066,499,-0.0102226663952882,499,0.0174391122245365
498,0.0140745607232969,498,0.00489557860017386,498,0.0122337168185465,498,-0.0102709557021166,498,0.0175067264372517
497,0.0140361390271398,497,0.00452500999802132,497,0.0120901224939787,497,-0.0102740399675616,497,0.0173247121477064
496,0.0139547614954095,496,0.00417218958093571,496,0.0120730348958302,496,-0.010302201837292,496,0.0173053430971233
495,0.0139569534629831,495,0.00379103485799719,495,0.0121167134114098,495,-0.010304325279462,495,0.0174596729458172
494,0.0140145366713831,494,0.00341141450201341,494,0.0121602898362359,494,-0.0102615005223683,494,0.0175031419999305
493,0.014072742500998,493,0.00311925143934081,493,0.0122139611305094,493,-0.01019935413808,493,0.017559283614438
492,0.0138057603709518,492,0.00278085719664694,492,0.0118934694623091,492,-0.0102362688479566,492,0.0172507695839467
491,0.0136189330926763,491,0.00241703361853043,491,0.011692624044244,491,-0.0102116425337404,491,0.0170350477760501
490,0.0138940590818043,490,0.00196264983104575,490,0.0119906671996204,490,-0.0100898557551373,490,0.0173236884488638
489,0.0139141586332147,489,0.00149050614294257,489,0.0120619096870617,489,-0.0102213516375065,489,0.0173929013118297
488,0.0137863605779265,488,0.00105530598102653,488,0.0118689938551338,488,-0.0101678983066063,488,0.0172387298555947
487,0.013556701895832,487,0.000548222392411829,487,0.0116418355880138,487,-0.0102515394953708,487,0.0170769127464827
486,0.0137715040221006,486,-2.62993475008019E-05,486,0.0118595498320432,486,-0.0102133113013976,486,0.0173255742117613
485,0.0138125745534899,485,-0.000474437647008418,485,0.0118453176781511,485,-0.0101350240223253,485,0.0172695166710865
484,0.0134286084857722,484,-0.00108316665116988,484,0.011433824451222,484,-0.0102379375209905,484,0.016893867390504
483,0.013324094951942,483,-0.00162631752184695,483,0.0113469278993791,483,-0.0102846577630705,483,0.0168164731813523
482,0.0135147743149206,482,-0.00218496505641901,482,0.0116012356857687,482,-0.010266354544102,482,0.0171505025687784
481,0.0136696861636464,481,-0.00280164225230562,481,0.0117824623603382,481,-0.0102129573209152,481,0.0173165765024664
480,0.0136076079536397,480,-0.00337008287048255,480,0.0117764512830593,480,-0.0102958314484872,480,0.017289153496491
479,0.0137127507887785,479,-0.00386179162199892,479,0.0118421254833718,479,-0.0102234754750218,479,0.0173267056734301
478,0.0135928643472085,478,-0.00448916035582237,478,0.0117263444780477,478,-0.0103366306547919,478,0.0172941907950725
477,0.013675296077616,477,-0.00490666436758655,477,0.0118306071756202,477,-0.0102981571568173,477,0.0173326593655379
476,0.0136754563619371,476,-0.0054660188323505,476,0.0118751658347076,476,-0.0103690347282302,476,0.0173837405487081
475,0.0137010224683652,475,-0.00585832376211267,475,0.0118258456549634,475,-0.0103271769047838,475,0.0174162621324436
474,0.0137133652653224,474,-0.00622118531873647,474,0.011830021957977,474,-0.0102832420720009,474,0.0173853571399239
473,0.0136245957729441,473,-0.00670942353879728,473,0.0118698185542239,473,-0.0103057409018073,473,0.0173906380464976
472,0.0136161017802302,472,-0.00708089612235062,472,0.0117713179953165,472,-0.0103187340770773,472,0.0173702961315543
471,0.0138280738766407,471,-0.00732806267355438,471,0.0118573684249204,471,-0.0102161431348699,471,0.0174464417540238
470,0.0137840358674854,470,-0.00763786600332017,470,0.0118720798339565,470,-0.010324598573611,470,0.0174048914261164
469,0.0137188154431567,469,-0.00795639503387393,469,0.0117475673553177,469,-0.0103137289699878,469,0.0173886172838464
468,0.0137665608563152,468,-0.0081332038992994,468,0.0118015068536375,468,-0.0102318190218542,468,0.0174423188784664
467,0.0136335707382,467,-0.00851660990851041,467,0.0116859494107483,467,-0.0103158523557978,467,0.0173855996291252
466,0.0137261091705063,466,-0.00864569010552643,466,0.0117226478673858,466,-0.0102016297931387,466,0.0174227559632182
465,0.0135144271607649,465,-0.00910160502801462,465,0.0115948283203946,465,-0.0103894566463418,465,0.0173490391749378
464,0.0135428413113331,464,-0.00922665955755533,464,0.0115627397425749,464,-0.010330715765784,464,0.0172613281886584
463,0.0136239280002045,463,-0.009370982565893,463,0.011700708199864,463,-0.0102762141087294,463,0.0173841446959479
462,0.0136517349258928,462,-0.00941901203109048,462,0.0116609005058984,462,-0.0101981910208896,462,0.017363776143238
461,0.0136576384504717,461,-0.00958038860080117,461,0.0115803921547986,461,-0.0102026917614188,461,0.0172928977930713
460,0.0134989123237556,460,-0.00971578519037671,460,0.0113860159092994,460,-0.0102054730946074,460,0.0171111077101352
459,0.0134234556327331,459,-0.00995933201153174,459,0.0113584068141023,459,-0.01029396076101,459,0.0171121309080144
458,0.0134473515031331,458,-0.010181704763984,458,0.0114201111793941,458,-0.0103554869853963,458,0.0171580695912093
457,0.0135913419380981,457,-0.0102022366324739,457,0.0115592306135908,457,-0.0101755854725632,457,0.0173426542086573
456,0.0135857598170187,456,-0.0103878391036885,456,0.0115336307805369,456,-0.0102775287004344,456,0.0173073634723378
455,0.0136112672233443,455,-0.0105524942547573,455,0.0115260547953269,455,-0.0102966403919277,455,0.0173532958712762
454,0.0136750823652799,454,-0.0104664851402721,454,0.0116566992387109,454,-0.0101744728648595,454,0.0173994756256376
453,0.0135214504103569,453,-0.0108572296252423,453,0.0114160982689531,453,-0.010302201837292,453,0.0173642341557497
452,0.0134860682739189,452,-0.0108012285033076,452,0.0113650764154839,452,-0.0101913639658833,452,0.0172909582972875
451,0.0135165634984311,451,-0.0110745506139337,451,0.0114512590033929,451,-0.0103067015000566,451,0.0173221798444413
450,0.0135300760776161,450,-0.0110594602889124,450,0.0114501427458499,450,-0.0102357631881957,450,0.0173634528405795
449,0.0135632718071789,449,-0.0112587213552666,449,0.0114145834713407,449,-0.0102462302252055,449,0.017359869585563
448,0.0135295419755966,448,-0.0113621254763745,448,0.0113637478014613,448,-0.0102164465445038,448,0.0173523798698069
447,0.0134372323092457,447,-0.0114851695181311,447,0.011298278737494,447,-0.0102900676828591,447,0.0172814225689979
446,0.0134592331794942,446,-0.0114420072173185,446,0.0112866420067314,446,-0.0101635995031653,446,0.0173001979173566
445,0.0135365387641104,445,-0.0115864529796341,445,0.0113435799397352,445,-0.0102168510903528,445,0.0173166034414375
444,0.0134475384033909,444,-0.011753677794819,444,0.0112373886130029,444,-0.0102633207868761,444,0.0173353803108245
443,0.0135573161516242,443,-0.0118575686802635,443,0.0113936957482704,443,-0.0102455223176127,443,0.0175271825517419
442,0.0136105193408979,442,-0.0118635131877371,442,0.0114128029265165,442,-0.0101800864473662,442,0.0175641623211761
441,0.0134694062887983,441,-0.0119994086307252,441,0.0112516805543621,441,-0.0102935562869825,441,0.0174416182629813
440,0.0134675905982764,440,-0.0120776626925718,440,0.0113006964535536,440,-0.0103050330912115,440,0.0174872953683864
439,0.013497710681365,439,-0.0121116993125587,439,0.0113397005902047,439,-0.0102381903496788,439,0.0174641732597425
438,0.0135379274530999,438,-0.0122039271586837,438,0.0113673882135724,438,-0.01028759025132,438,0.017573246026148
437,0.0134348293690864,437,-0.0122567278454639,437,0.0112637945383578,437,-0.0102565958828046,437,0.0174875109649357
436,0.0135664499706936,436,-0.0122376015507743,436,0.0113244758067072,436,-0.0101845873755221,436,0.0175811708378915
435,0.0135807920566839,435,-0.012256375526598,435,0.0113142996783329,435,-0.0102411231517062,435,0.0175911714019507
434,0.0134249774534346,434,-0.0123898335918258,434,0.0112128968257057,434,-0.0103224752305634,434,0.0175626259269543
433,0.0134164339676847,433,-0.0124545852281902,433,0.0111897876204415,433,-0.0102756073727542,433,0.0175178302955206
432,0.0133642422590412,432,-0.0125179690874514,432,0.0111517265180701,432,-0.0103289463388885,432,0.0175582863164924
431,0.0134442810104135,431,-0.0125053433580757,431,0.0112380792908033,431,-0.0103462358584748,431,0.0176441162300235
430,0.0135339750422574,430,-0.0124286253585493,430,0.0113042034941773,430,-0.0102711073878146,430,0.0177302866851475
429,0.0134160868921287,429,-0.0126450610646952,429,0.0111817395307551,429,-0.0104055811952966,429,0.0176727479451344
428,0.0135472745137498,428,-0.0125536813145303,428,0.0113426233845773,428,-0.0102489101506396,428,0.0177831406047919
427,0.0134308778963995,427,-0.0125481486265164,427,0.0112101077184421,427,-0.0103109483300134,427,0.0176958811613872
426,0.0133850381012342,426,-0.0125816957527316,426,0.0111374644240043,426,-0.0102855172875398,426,0.0176740420785397
425,0.0133360266429846,425,-0.0126410381451383,425,0.0110800755172118,425,-0.0103116055737959,425,0.0176537408049984
424,0.0131963636504426,424,-0.012639680401377,424,0.0109432597268449,424,-0.0103631202805373,424,0.0175235709937696
423,0.013190759919539,423,-0.0126908694330084,423,0.0109318979628687,423,-0.0103465897303425,423,0.0175996626276784
422,0.0132225954093816,422,-0.0126857910265828,422,0.0109875150383879,422,-0.0102928484565279,422,0.0176390748711119
421,0.0131265356530235,421,-0.0127332039360162,421,0.0108883915262996,421,-0.0103670632546154,421,0.0176667626282965
420,0.0131524163296013,420,-0.0127355166284652,420,0.0108758367878305,420,-0.010466939992376,420,0.0176577848077016
419,0.013200312989944,419,-0.0127356171800315,419,0.0109593472188091,419,-0.0103726237982446,419,0.0178296088280554
418,0.0131707471851104,418,-0.0127700044502849,418,0.0108689092756873,418,-0.0104392436845405,418,0.017755445427356
417,0.0131240810709898,417,-0.0128333422952106,417,0.0108889489332508,417,-0.0105062070948814,417,0.0178422043799775
416,0.0132684180610179,416,-0.0126440050519186,416,0.010960090549673,416,-0.0103615531911549,416,0.0179467858423782
415,0.013186250302891,415,-0.0127658318711191,415,0.0109452507207657,415,-0.0104579944802213,415,0.0179784053150313
414,0.0132678575916933,414,-0.0128530957809107,414,0.0109734441744169,414,-0.0104470776733801,414,0.0180500432675136
413,0.0131305643992587,413,-0.0127966476852304,413,0.01086909506959,413,-0.0104180153916104,413,0.0179353742601819
412,0.0132670302335361,412,-0.0127280254713056,412,0.011056760950462,412,-0.0104996375567007,412,0.0182043680842042
411,0.0131990854886848,411,-0.0127529619768391,411,0.0109341543643036,411,-0.0104642108726066,411,0.0181470364092815
410,0.0131609546230965,410,-0.0127760872950796,410,0.0108526658874331,410,-0.0104660808268909,410,0.0181180495448331
409,0.0130603735120452,409,-0.0128377152816928,409,0.0108120335360444,409,-0.0105083295398235,409,0.0180892535235258
408,0.01322243529211,408,-0.0126836289147348,408,0.010965957598643,408,-0.0104949377491796,408,0.0183131679171089
407,0.0131258953259381,407,-0.0127154561253768,407,0.0108342999122692,407,-0.0103965838719018,407,0.0182511243747899
406,0.0130067575580257,406,-0.0130347053197165,406,0.0108194643809282,406,-0.0106484384950813,406,0.0183456511654305
405,0.0129702971556535,405,-0.0128742053831827,405,0.0108214548073971,405,-0.0105953913769805,405,0.0183323119481788
404,0.0129087988336716,404,-0.0128592277234979,404,0.0107055475726032,404,-0.0106183287355506,404,0.0182925937497855
403,0.0128728799483745,403,-0.0128741551234435,403,0.0106192475567495,403,-0.0105814464875801,403,0.0182934577372063
402,0.0127928397857194,402,-0.0128904892324596,402,0.010649542135226,402,-0.0105985743867941,402,0.0184173227193138
401,0.0128417899785403,401,-0.012854302071539,401,0.0106235183807473,401,-0.0105551217621502,401,0.0183769216247922
400,0.01281414150638,400,-0.0129041088967497,400,0.0106124037151862,400,-0.0105333938193765,400,0.0184810647084047
399,0.0128391503666248,399,-0.0127571849529399,399,0.0105394890138785,399,-0.0105145957453248,399,0.0184643180255351
398,0.0127886275541764,398,-0.0127666864990322,398,0.0106156134103971,398,-0.0104895303808306,398,0.0185884749169487
397,0.0127151333551017,397,-0.0129823508697063,397,0.0105958516139964,397,-0.0106340911519101,397,0.0186303277859698
396,0.0127120946897019,396,-0.0130455572758827,396,0.0106732328007754,396,-0.0107119854639251,396,0.0187625055780878
395,0.0127855617151351,395,-0.0129270754075032,395,0.01063736568901,395,-0.0106167625667824,395,0.0188732296961647
394,0.0127146802194388,394,-0.0130199844087349,394,0.0105458543058427,394,-0.010622673561275,394,0.0188429507658703
393,0.0126262478502506,393,-0.0129308946656903,393,0.0105902282872877,393,-0.0105790717697677,393,0.0189819538606984
392,0.0126368278695516,392,-0.0130163166638456,392,0.0105761172408717,392,-0.0106581883556868,392,0.0189885252308156
391,0.0124089214643622,391,-0.0129829035888018,391,0.0103759064989426,391,-0.0106625327826627,391,0.0188478439142734
390,0.0123658793921229,390,-0.0131379888736188,390,0.0103317929917851,390,-0.0106599059250345,390,0.0189633760806236
389,0.0125672496477313,389,-0.0129406939245012,389,0.0106018728983178,389,-0.0105780612476113,389,0.0191159699789032
388,0.012439234592502,388,-0.0130537965429855,388,0.0104760533686669,388,-0.0106273214662544,388,0.0192677515819011
387,0.0122032050420923,387,-0.0131954472985875,387,0.0102875514326143,387,-0.0106744544752894,387,0.0191428593233466
386,0.0122438612609348,386,-0.013128495447541,386,0.0102605421750671,386,-0.0106305547621197,386,0.0191000643898118
385,0.0122592514448629,385,-0.0130974017684981,385,0.0103523645986152,385,-0.0106397493156792,385,0.0192917005834507
384,0.0120487620804792,384,-0.0132056423613592,384,0.0101427971959619,384,-0.0106827388486297,384,0.0192103334792812
383,0.0121802826830578,383,-0.0132050397042056,383,0.0101678911869967,383,-0.0106809708553881,383,0.0192888591074371
382,0.0121873376356455,382,-0.0131055898191322,382,0.0101713625924224,382,-0.0105252581936486,382,0.0194211562970646
381,0.0121352667975568,381,-0.0131451213640926,381,0.0101318273111148,381,-0.0105807896520375,381,0.0195000178793388
380,0.0120216962973628,380,-0.0132238221257001,380,0.0102144792303676,380,-0.0105741707153565,380,0.0196488191118628
379,0.0121749848883451,379,-0.0132805662188842,379,0.0103494749713058,379,-0.0105668948212392,379,0.0198747586569445
378,0.0121250716536917,378,-0.0134792627488345,378,0.0103612456836328,378,-0.0106679885131224,378,0.0200457814685231
377,0.0120158149687653,377,-0.0132903073794986,377,0.0102005393942255,377,-0.0105849832772722,377,0.0199188766383568
376,0.011824941237945,376,-0.0133533183724705,376,0.0100660403132294,376,-0.0105613367644431,376,0.0198626188685114
375,0.0117443492834113,375,-0.0133893635786607,375,0.00999933616713778,375,-0.0105496646136332,375,0.0199593130243168
374,0.0118166951696494,374,-0.0132901567446575,374,0.0100571122780569,374,-0.0104517274579911,374,0.0201143450203599
373,0.0118248880370026,373,-0.0131930868312144,373,0.0100732994444668,373,-0.0103564980255736,373,0.0201921665149418
372,0.0117624346251681,372,-0.0131985108647706,372,0.0100899641134899,372,-0.0102825847852928,372,0.02028136655607
371,0.0117377536403058,371,-0.0130641958825745,371,0.0100143026475827,371,-0.010259933066262,371,0.0203463050776188
370,0.0116032828722256,370,-0.0132151843215124,370,0.00999501849961319,370,-0.0103868786848877,370,0.0204647872892059
369,0.0116453187950437,369,-0.0132330121589696,369,0.0100027002691327,369,-0.0103498251169064,369,0.020570056560306
368,0.011781744218411,368,-0.0131078502967164,368,0.0102165463924532,368,-0.0103036174665589,368,0.0209083718775399
367,0.0116592253122113,367,-0.0132053410328869,367,0.0101620614082518,367,-0.0103333951699307,367,0.0208809927484318
366,0.0117816112292956,366,-0.0129602917788274,366,0.0102486416712418,366,-0.010197078471097,366,0.0212500499206367
365,0.0116847261822661,365,-0.0129839587778489,365,0.01027337070032,365,-0.0102166993857036,365,0.021305019587006
364,0.0118180517701248,364,-0.0128043889979831,364,0.0104294637736616,364,-0.0101496407421149,364,0.0215629425060811
363,0.0118584591271122,363,-0.012779103550157,363,0.0105865678590259,363,-0.0102182164298108,363,0.0217513415147117
362,0.0115932331403926,362,-0.0126722650801557,362,0.010297199896479,362,-0.0102584667312345,362,0.0215894940910695
361,0.011475046602101,361,-0.0125634387925334,361,0.0101872625138535,361,-0.0101991012867819,361,0.021591724933403
360,0.0114374654507906,360,-0.0124853728295081,360,0.010211855538813,360,-0.0102450672335509,360,0.0217626088633252
359,0.0117179141241379,359,-0.0122012089324296,359,0.01051591172435,359,-0.0101290558084444,359,0.0221987764407378
358,0.0117335250347212,358,-0.0118085989635227,358,0.010464836407209,358,-0.00997415703149453,358,0.0222088021711708
357,0.0114461827124717,357,-0.0117078208566547,357,0.0102982071660526,357,-0.010098960599113,357,0.022126968463499
356,0.0116155661936223,356,-0.0114358552317152,356,0.0104143238942019,356,-0.00997071645762221,356,0.0223890323526834
355,0.0115001113699797,355,-0.0111581183060304,355,0.0103709222964387,355,-0.00993479119051765,355,0.0224997853900348
354,0.0114871402384508,354,-0.0108800521772224,354,0.010343139066795,354,-0.009949414650832,354,0.0226219108815193
353,0.0115160334319583,353,-0.0105302103318071,353,0.0103227534572652,353,-0.00971548143076561,353,0.022815817123694
352,0.0114934396945159,352,-0.0101406381147579,352,0.0103009904230732,352,-0.0097645358546119,352,0.0228595254924289
351,0.0115422702232024,351,-0.00985741527643068,351,0.0104453731473966,351,-0.00960682311345116,351,0.0230842756032617
350,0.011408683783633,350,-0.00968596510856698,350,0.0103038267128633,350,-0.0096178623378597,350,0.0230773962788197
349,0.0113527204619425,349,-0.00943076526845899,349,0.0102544726123259,349,-0.00956934842380375,349,0.0232231957559045
348,0.0113605325723465,348,-0.00931945137885136,348,0.0104148541787838,348,-0.00954113899045641,348,0.0234781074685726
347,0.0113990637440357,347,-0.00933759186476774,347,0.0105276073851521,347,-0.00957780583224829,347,0.0237603729850641
346,0.0113014669373237,346,-0.00942458472639247,346,0.0104674351100836,346,-0.00960099955632492,346,0.0238630256862893
345,0.0112961798520487,345,-0.00945057280653073,345,0.0104964726947003,345,-0.00947980120618909,345,0.0240751621412915
344,0.0110431126846819,344,-0.00956752524830863,344,0.010259641011918,344,-0.00948648749601741,344,0.0240089797653466
343,0.0112070795651223,343,-0.00959198554870676,343,0.0103263851538015,343,-0.00926066694488259,343,0.0243114928075824
342,0.0112075576931901,342,-0.00971968341986049,342,0.0103176903397849,342,-0.00915133714505854,342,0.0243498214209637
341,0.0111399078035212,341,-0.0100948634429453,341,0.0103796977125542,341,-0.00927394481439889,341,0.0246630107749564
340,0.0110905913805803,340,-0.0101049292265834,340,0.0103588862134798,340,-0.00908538129106239,340,0.0247948451602583
339,0.0110601863607622,339,-0.010444348428792,339,0.0102678045581132,339,-0.00912781522252493,339,0.0249600851356152
338,0.0110029935153238,338,-0.0105731096550564,338,0.0102973324318157,338,-0.00906063892529149,338,0.025151829138083
337,0.0110320934834257,337,-0.0107785533171564,337,0.0102669033798945,337,-0.00906515147004906,337,0.0254612880933636
336,0.0108939125409854,336,-0.0110563815963316,336,0.010190363066357,336,-0.0090564812582831,336,0.0256978801105304
335,0.0110829168996329,335,-0.011126782305867,335,0.0104268652979869,335,-0.00904162487900378,335,0.0261094569125987
334,0.011005993695606,334,-0.0112664396838141,334,0.0104233388201529,334,-0.00894846937510487,334,0.0263503356201245
333,0.010958789721496,333,-0.0112183113961947,333,0.0104187517903294,333,-0.00885473588792625,333,0.0266239609788507
332,0.0109315528672122,332,-0.0112439401209838,332,0.0103197314847566,332,-0.00874926152750208,332,0.0267641007943552
331,0.0110257210608969,331,-0.0112306214448912,331,0.0103770199988084,331,-0.00869253119645078,331,0.0271454130367632
330,0.0109982941595479,330,-0.0113965208049381,330,0.010462821097318,330,-0.00864726339859069,330,0.0275788031973637
329,0.0108599381789589,329,-0.0115011021806735,329,0.0103092607777532,329,-0.00871780197297219,329,0.0276863354684875
328,0.0109096000378676,328,-0.0116371110555539,328,0.0104337857625354,328,-0.00860671121887615,328,0.0281542092902324
327,0.0109378973619488,327,-0.0117339750223538,327,0.0104203956914011,327,-0.00846467260438762,327,0.0285428539181307
326,0.0108098839224846,326,-0.0120274084864773,326,0.0103468769741755,326,-0.00865853004043537,326,0.0287836204912875
325,0.0110195080389557,325,-0.0119811271752891,325,0.0105179007600817,325,-0.00846030613547113,325,0.0292663020831963
324,0.0108288592739498,324,-0.0121078224948972,324,0.0103071931743181,324,-0.00850437499338005,324,0.0294516187167942
323,0.0106851980065702,323,-0.0121606852088607,323,0.0101495541469921,323,-0.00837352615323705,323,0.0296765643408064
322,0.0108842508113446,322,-0.0120774109324856,322,0.0102414591196096,322,-0.00809595754202269,322,0.0301686475279415
321,0.0109714795994901,321,-0.0122078031185461,321,0.0103813944902059,321,-0.00813655743910683,321,0.0307404957193624
320,0.0108145016239934,320,-0.0123682475674777,320,0.0102692093396542,320,-0.00825838515927052,320,0.0311334372237476
319,0.0106484014079064,319,-0.0123856070421593,319,0.0101140747028845,319,-0.00821388491632645,319,0.0313925071396087
318,0.0107102702940023,318,-0.0122445978457466,318,0.0101101268334185,318,-0.00806145226803204,318,0.0318898825340056
317,0.0105864617601161,317,-0.0125935145876911,317,0.0100052697189176,317,-0.00819386848015039,317,0.0323506521022842
316,0.0107932712185188,316,-0.0124745571725076,316,0.0102197796657021,316,-0.00809799016779812,316,0.0330735487815442
315,0.0104168957804689,315,-0.0126315841374937,315,0.00983656595863217,315,-0.00827194768284086,315,0.0332098896182203
